,등록일시분초,사망자수,확진자 수,게시글 번호,기준일,기준시간,수정일시분초,누적 의심 검사 수,누적 확진률
790,2020-03-10 00:00:00.000,54,7513,51,20200310,00:00,2021-10-07 10:30:51.51,210144.0,3.919308057
789,2020-03-11 00:00:00.000,60,7755,52,20200311,00:00,2021-10-07 10:30:51.51,222395.0,3.804174536
788,2020-03-12 00:00:00.000,66,7869,53,20200312,00:00,2021-10-07 10:30:51.51,234998.0,3.621744273
787,2020-03-13 00:00:00.000,67,7979,54,20200313,00:00,2021-10-07 10:30:51.51,248647.0,3.458499309
786,2020-03-14 00:00:00.000,72,8086,55,20200314,00:00,2021-10-07 10:30:51.51,261335.0,3.318000336
785,2020-03-15 00:00:00.000,75,8162,56,20200315,00:00,2021-10-07 10:30:51.51,268212.0,3.239660237
784,2020-03-16 00:00:00.000,75,8236,57,20200316,00:00,2021-10-07 10:30:51.51,274504.0,3.173392208
783,2020-03-17 00:00:00.000,81,8320,58,20200317,00:00,2021-10-07 10:30:51.51,286716.0,3.088057901
782,2020-03-18 00:00:00.000,84,8413,59,20200318,00:00,2021-10-07 10:30:51.51,295647.0,3.012162506
781,2020-03-19 00:00:00.000,91,8565,60,20200319,00:00,2021-10-07 10:30:51.51,307024.0,2.942085738
780,2020-03-20 00:00:00.000,94,8652,61,20200320,00:00,2021-10-07 10:30:51.51,316664.0,2.873091828
779,2020-03-21 00:00:00.000,102,8799,62,20200321,00:00,2021-10-07 10:30:51.51,327509.0,2.82195603
778,2020-03-22 00:00:00.000,104,8897,63,20200322,00:00,2021-10-07 10:30:51.51,331780.0,2.804501324
777,2020-03-23 00:00:00.000,111,8961,64,20200323,00:00,2021-10-07 10:30:51.51,338036.0,2.762262336
776,2020-03-24 00:00:00.000,120,9037,65,20200324,00:00,2021-10-07 10:30:51.51,348582.0,2.712657065
775,2020-03-25 00:00:00.000,126,9137,66,20200325,00:00,2021-10-07 10:30:51.51,357896.0,2.659057442
774,2020-03-26 00:00:00.000,131,9241,67,20200326,00:00,2021-10-07 10:30:51.51,364942.0,2.635970254
773,2020-03-27 00:00:00.000,139,9332,68,20200327,00:00,2021-10-07 10:30:51.51,376961.0,2.579739151
772,2020-03-28 00:00:00.000,144,9478,69,20200328,00:00,2021-10-07 10:30:51.51,387925.0,2.552233541
771,2020-03-29 00:00:00.000,152,9583,70,20200329,00:00,2021-10-07 10:30:51.51,394141.0,2.527742388
770,2020-03-30 00:00:00.000,158,9661,71,20200330,00:00,2021-10-07 10:30:51.51,398902.0,2.506934876
769,2020-03-31 00:00:00.000,162,9786,72,20200331,00:00,2021-10-07 10:30:51.51,410564.0,2.485825764
768,2020-04-01 00:00:00.000,165,9887,73,20200401,00:00,2021-10-07 10:30:51.51,421547.0,2.441463644
767,2020-04-02 00:00:00.000,169,9976,74,20200402,00:00,2021-10-07 10:30:51.51,431743.0,2.410488622
766,2020-04-03 00:00:00.000,174,10062,75,20200403,00:00,2021-10-07 10:30:51.51,443273.0,2.371072072
765,2020-04-04 00:00:00.000,177,10156,76,20200404,00:00,2021-10-07 10:30:51.51,455032.0,2.33531392
764,2020-04-05 00:00:00.000,183,10237,77,20200405,00:00,2021-10-07 10:30:51.51,461233.0,2.317835811
763,2020-04-06 00:00:00.000,186,10284,78,20200406,00:00,2021-10-07 10:30:51.51,466804.0,2.298054341
762,2020-04-07 00:00:00.000,192,10331,79,20200407,00:00,2021-10-07 10:30:51.51,477304.0,2.262325524
761,2020-04-08 00:00:00.000,200,10384,80,20200408,00:00,2021-10-07 10:30:51.51,486003.0,2.218116182
760,2020-04-09 00:00:00.000,204,10423,81,20200409,00:00,2021-10-07 10:30:51.51,494711.0,2.175074395
759,2020-04-10 00:00:00.000,208,10450,82,20200410,00:00,2021-10-07 10:30:51.51,503051.0,2.142477853
758,2020-04-11 00:00:00.000,211,10480,83,20200411,00:00,2021-10-07 10:30:51.51,510479.0,2.111162368
757,2020-04-12 00:00:00.000,214,10512,84,20200412,00:00,2021-10-07 10:30:51.51,514621.0,2.098903227
756,2020-04-13 00:00:00.000,217,10537,85,20200413,00:00,2021-10-07 10:30:51.51,518743.0,2.08508129
755,2020-04-14 00:00:00.000,222,10564,86,20200414,00:00,2021-10-07 10:30:51.51,527438.0,2.060114628
754,2020-04-15 00:00:00.000,225,10591,87,20200415,00:00,2021-10-07 10:30:51.51,534552.0,2.038589022
753,2020-04-16 00:00:00.000,229,10613,88,20200416,00:00,2021-10-07 10:30:51.51,538775.0,2.023423901
752,2020-04-17 00:00:00.000,230,10635,89,20200417,00:00,2021-10-07 10:30:51.51,546463.0,1.998019828
751,2020-04-18 00:00:00.000,232,10653,90,20200418,00:00,2021-10-07 10:30:51.51,554834.0,1.968098078
750,2020-04-19 00:00:00.000,234,10661,91,20200419,00:00,2021-10-07 10:30:51.51,559109.0,1.949472083
749,2020-04-20 00:00:00.000,236,10674,92,20200420,00:00,2021-10-07 10:30:51.51,563035.0,1.937015247
748,2020-04-21 00:00:00.000,237,10683,93,20200421,00:00,2021-10-07 10:30:51.51,571014.0,1.913511364
747,2020-04-22 00:00:00.000,238,10694,94,20200422,00:00,2021-10-07 10:30:51.51,577959.0,1.88994023
746,2020-04-23 00:00:00.000,240,10702,95,20200423,00:00,2021-10-07 10:30:51.51,583971.0,1.865005786
745,2020-04-24 00:00:00.000,240,10708,96,20200424,00:00,2021-10-07 10:30:51.51,589520.0,1.846461581
744,2020-04-25 00:00:00.000,240,10718,97,20200425,00:00,2021-10-07 10:30:51.51,595161.0,1.829316166
743,2020-04-26 00:00:00.000,242,10728,98,20200426,00:00,2021-10-07 10:30:51.51,598285.0,1.820508208
742,2020-04-27 00:00:00.000,243,10738,99,20200427,00:00,2021-10-07 10:30:51.51,601660.0,1.811510464
741,2020-04-28 00:00:00.000,244,10752,100,20200428,00:00,2021-10-07 10:30:51.51,608514.0,1.794060179
740,2020-04-29 00:00:00.000,246,10761,101,20200429,00:00,2021-10-07 10:30:51.51,614197.0,1.776064962
739,2020-04-30 00:00:00.000,247,10765,102,20200430,00:00,2021-10-07 10:30:51.51,619881.0,1.761153838
738,2020-05-01 00:00:00.000,248,10774,103,20200501,00:00,2021-10-07 10:30:51.51,623069.0,1.753626397
737,2020-05-02 00:00:00.000,250,10780,104,20200502,00:00,2021-10-07 10:30:51.51,627562.0,1.741332911
736,2020-05-03 00:00:00.000,250,10793,105,20200503,00:00,2021-10-07 10:30:51.51,630973.0,1.734135623
735,2020-05-04 00:00:00.000,252,10801,106,20200504,00:00,2021-10-07 10:30:51.51,633921.0,1.726102486
734,2020-05-05 00:00:00.000,254,10804,107,20200505,00:00,2021-10-07 10:30:51.51,640237.0,1.711175063
733,2020-05-06 00:00:00.000,255,10806,108,20200506,00:00,2021-10-07 10:30:51.51,643095.0,1.701501844
732,2020-05-07 00:00:00.000,256,10810,109,20200507,00:00,2021-10-07 10:30:51.51,649388.0,1.686535332
731,2020-05-08 00:00:00.000,256,10822,110,20200508,00:00,2021-10-07 10:30:51.51,654863.0,1.675242571
730,2020-05-09 00:00:00.000,256,10840,111,20200509,00:00,2021-10-07 10:30:51.51,660030.0,1.665445238
729,2020-05-10 00:00:00.000,256,10874,112,20200510,00:00,2021-10-07 10:30:51.51,663886.0,1.663306606
728,2020-05-11 00:00:00.000,256,10909,113,20200511,00:00,2021-10-07 10:30:51.51,668492.0,1.658986876
727,2020-05-12 00:00:00.000,258,10936,114,20200512,00:00,2021-10-07 10:30:51.51,680890.0,1.645600096
726,2020-05-13 00:00:00.000,259,10962,115,20200513,00:00,2021-10-07 10:30:51.51,695920.0,1.62078005
725,2020-05-15 00:00:00.000,260,11018,117,20200515,00:00,2021-10-07 10:30:51.51,726747.0,1.558698039
724,2020-05-16 00:00:00.000,262,11037,118,20200516,00:00,2021-10-07 10:30:51.51,740645.0,1.528031211
723,2020-05-17 00:00:00.000,262,11050,119,20200517,00:00,2021-10-07 10:30:51.51,747653.0,1.513713145
722,2020-05-18 00:00:00.000,263,11065,120,20200518,00:00,2021-10-07 10:30:51.51,753211.0,1.501116511
721,2020-05-19 00:00:00.000,263,11078,121,20200519,00:00,2021-10-07 10:30:51.51,765574.0,1.479732158
720,2020-05-20 00:00:00.000,263,11110,122,20200520,00:00,2021-10-07 10:30:51.51,776433.0,1.461684397
719,2020-05-21 00:00:00.000,264,11122,123,20200521,00:00,2021-10-07 10:30:51.51,788684.0,1.443300307
718,2020-05-22 00:00:00.000,264,11142,124,20200522,00:00,2021-10-07 10:30:51.51,802418.0,1.42456772
717,2020-05-23 00:00:00.000,266,11165,125,20200523,00:00,2021-10-07 10:30:51.51,814420.0,1.408209109
716,2020-05-24 00:00:00.000,266,11190,126,20200524,00:00,2021-10-07 10:30:51.51,820289.0,1.398826935
715,2020-05-25 00:00:00.000,267,11206,127,20200525,00:00,2021-10-07 10:30:51.51,826437.0,1.388001209
714,2020-05-26 00:00:00.000,269,11225,128,20200526,00:00,2021-10-07 10:30:51.51,839475.0,1.373204589
713,2020-05-27 00:00:00.000,269,11265,129,20200527,00:00,2021-10-07 10:30:51.51,852876.0,1.354267475
712,2020-05-28 00:00:00.000,269,11344,130,20200528,00:00,2021-10-07 10:30:51.51,868666.0,1.340429353
711,2020-05-29 00:00:00.000,269,11402,131,20200529,00:00,2021-10-07 10:30:51.51,885120.0,1.324946576
710,2020-05-30 00:00:00.000,269,11441,132,20200530,00:00,2021-10-07 10:30:51.51,902901.0,1.305151819
709,2020-05-31 00:00:00.000,270,11468,133,20200531,00:00,2021-10-07 10:30:51.51,910822.0,1.292128248
708,2020-06-01 00:00:00.000,271,11503,134,20200601,00:00,2021-10-07 10:30:51.51,921391.0,1.281909837
707,2020-06-02 00:00:00.000,272,11541,135,20200602,00:00,2021-10-07 10:30:51.51,939851.0,1.266948357
706,2020-06-03 00:00:00.000,273,11590,136,20200603,00:00,2021-10-07 10:30:51.51,956852.0,1.247595499
705,2020-06-04 00:00:00.000,273,11629,137,20200604,00:00,2021-10-07 10:30:51.51,973858.0,1.229724457
704,2020-06-05 00:00:00.000,273,11668,138,20200605,00:00,2021-10-07 10:30:51.51,990960.0,1.212645267
703,2020-06-06 00:00:00.000,273,11719,139,20200606,00:00,2021-10-07 10:30:51.51,1005305.0,1.199057452
702,2020-06-07 00:00:00.000,273,11776,140,20200607,00:00,2021-10-07 10:30:51.51,1012769.0,1.193971741
701,2020-06-08 00:00:00.000,273,11813,141,20200608,00:00,2021-10-07 10:30:51.51,1018214.0,1.188621911
700,2020-06-09 00:00:00.000,274,11851,142,20200609,00:00,2021-10-07 10:30:51.51,1035997.0,1.175067276
699,2020-06-10 00:00:00.000,276,11901,143,20200610,00:00,2021-10-07 10:30:51.51,1051972.0,1.160225357
698,2020-06-11 00:00:00.000,276,11946,144,20200611,00:00,2021-10-07 10:30:51.51,1066888.0,1.147116269
697,2020-06-12 00:00:00.000,277,12002,145,20200612,00:00,2021-10-07 10:30:51.51,1081486.0,1.135217859
696,2020-06-13 00:00:00.000,277,12050,146,20200613,00:00,2021-10-07 10:30:51.51,1094704.0,1.124747049
695,2020-06-14 00:00:00.000,277,12084,147,20200614,00:00,2021-10-07 10:30:51.51,1100327.0,1.119955958
694,2020-06-15 00:00:00.000,277,12121,148,20200615,00:00,2021-10-07 10:30:51.51,1105719.0,1.117219055
693,2020-06-16 00:00:00.000,278,12155,149,20200616,00:00,2021-10-07 10:30:51.51,1119767.0,1.107885538
692,2020-06-17 00:00:00.000,279,12198,150,20200617,00:00,2021-10-07 10:30:51.51,1132823.0,1.097599821
691,2020-06-18 00:00:00.000,280,12257,151,20200618,00:00,2021-10-07 10:30:51.51,1145712.0,1.090482367
690,2020-06-19 00:00:00.000,280,12306,152,20200619,00:00,2021-10-07 10:30:51.51,1158063.0,1.082442806
689,2020-06-20 00:00:00.000,280,12373,153,20200620,00:00,2021-10-07 10:30:51.51,1170901.0,1.07644565
688,2020-06-21 00:00:00.000,280,12421,154,20200621,00:00,2021-10-07 10:30:51.51,1176463.0,1.074116736
687,2020-06-22 00:00:00.000,280,12438,155,20200622,00:00,2021-10-07 10:30:51.51,1182066.0,1.069785484
686,2020-06-23 00:00:00.000,281,12484,156,20200623,00:00,2021-10-07 10:30:51.51,1196012.0,1.063614073
685,2020-06-24 00:00:00.000,281,12535,157,20200624,00:00,2021-10-07 10:30:51.51,1208597.0,1.05482214
684,2020-06-25 00:00:00.000,282,12563,158,20200625,00:00,2021-10-07 10:30:51.51,1220478.0,1.045541779
683,2020-06-26 00:00:00.000,282,12602,159,20200626,00:00,2021-10-07 10:30:51.51,1232315.0,1.03849485
682,2020-06-27 00:00:00.000,282,12653,160,20200627,00:00,2021-10-07 10:30:51.51,1243780.0,1.033814467
681,2020-06-28 00:00:00.000,282,12715,161,20200628,00:00,2021-10-07 10:30:51.51,1251695.0,1.03148399
680,2020-06-29 00:00:00.000,282,12757,162,20200629,00:00,2021-10-07 10:30:51.51,1259954.0,1.027584568
679,2020-06-30 00:00:00.000,282,12799,163,20200630,00:00,2021-10-07 10:30:51.51,1273765.0,1.021504347
678,2020-07-01 00:00:00.000,282,12850,164,20200701,00:00,2021-10-07 10:30:51.51,1285231.0,1.015244468
677,2020-07-02 00:00:00.000,282,12904,165,20200702,00:00,2021-10-07 10:30:51.51,1295962.0,1.011142629
676,2020-07-03 00:00:00.000,282,12965,166,20200703,00:00,2021-10-07 10:30:51.51,1307759.0,1.00800887
675,2020-07-04 00:00:00.000,283,13028,167,20200704,00:00,2021-10-07 10:30:51.51,1319521.0,1.00431699
674,2020-07-05 00:00:00.000,283,13089,168,20200705,00:00,2021-10-07 10:30:51.51,1326055.0,1.003445246
673,2020-07-06 00:00:00.000,284,13137,169,20200706,00:00,2021-10-07 10:30:51.51,1331796.0,1.002438756
672,2020-07-07 00:00:00.000,285,13181,170,20200707,00:00,2021-10-07 10:30:51.51,1346194.0,0.996658649
671,2020-07-08 00:00:00.000,285,13243,171,20200708,00:00,2021-10-07 10:30:51.51,1359734.0,0.991448819
670,2020-07-09 00:00:00.000,287,13293,172,20200709,00:00,2021-10-07 10:30:51.51,1371771.0,0.986230756
669,2020-07-10 00:00:00.000,288,13338,173,20200710,00:00,2021-10-07 10:30:51.51,1384890.0,0.97975338
668,2020-07-11 00:00:00.000,288,13373,174,20200711,00:00,2021-10-07 10:30:51.51,1396941.0,0.973296041
667,2020-07-12 00:00:00.000,289,13417,175,20200712,00:00,2021-10-07 10:30:51.51,1402144.0,0.972025206
666,2020-07-13 00:00:00.000,289,13479,176,20200713,00:00,2021-10-07 10:30:51.51,1408312.0,0.972183254
665,2020-07-14 00:00:00.000,289,13512,177,20200714,00:00,2021-10-07 10:30:51.51,1420616.0,0.967681639
664,2020-07-15 00:00:00.000,289,13551,178,20200715,00:00,2021-10-07 10:30:51.51,1431316.0,0.96241599
663,2020-07-16 00:00:00.000,291,13612,179,20200716,00:00,2021-10-07 10:30:51.51,1441348.0,0.959981494
662,2020-07-17 00:00:00.000,293,13672,180,20200717,00:00,2021-10-07 10:30:51.51,1451017.0,0.957485326
661,2020-07-18 00:00:00.000,294,13711,181,20200718,00:00,2021-10-07 10:30:51.51,1460204.0,0.953954028
660,2020-07-19 00:00:00.000,295,13745,182,20200719,00:00,2021-10-07 10:30:51.51,1465299.0,0.952301111
659,2020-07-20 00:00:00.000,296,13771,183,20200720,00:00,2021-10-07 10:30:51.51,1470193.0,0.950451069
658,2020-07-21 00:00:00.000,296,13816,184,20200721,00:00,2021-10-07 10:30:51.51,1482390.0,0.947257711
657,2020-07-22 00:00:00.000,297,13879,185,20200722,00:00,2021-10-07 10:30:51.51,1492071.0,0.943944175
656,2020-07-23 00:00:00.000,297,13938,186,20200723,00:00,2021-10-07 10:30:51.51,1500854.0,0.942115779
655,2020-07-24 00:00:00.000,298,13979,187,20200724,00:00,2021-10-07 10:30:51.51,1510327.0,0.938334022
654,2020-07-25 00:00:00.000,298,14092,188,20200725,00:00,2021-10-07 10:30:51.51,1518634.0,0.940122872
653,2020-07-26 00:00:00.000,298,14150,189,20200726,00:00,2021-10-07 10:30:51.51,1522926.0,0.94100466
652,2020-07-27 00:00:00.000,299,14175,190,20200727,00:00,2021-10-07 10:30:51.51,1526974.0,0.939859595
651,2020-07-28 00:00:00.000,300,14203,191,20200728,00:00,2021-10-07 10:30:51.51,1537704.0,0.93609533
650,2020-07-29 00:00:00.000,300,14251,192,20200729,00:00,2021-10-07 10:30:51.51,1547307.0,0.932668665
649,2020-07-30 00:00:00.000,300,14269,193,20200730,00:00,2021-10-07 10:30:51.51,1556215.0,0.928247973
648,2020-07-31 00:00:00.000,301,14305,194,20200731,00:00,2021-10-07 10:30:51.51,1563796.0,0.925610787
647,2020-08-01 00:00:00.000,301,14336,195,20200801,00:00,2021-10-07 10:30:51.51,1571830.0,0.922788552
646,2020-08-02 00:00:00.000,301,14366,196,20200802,00:00,2021-10-07 10:30:51.51,1576246.0,0.921796779
645,2020-08-03 00:00:00.000,301,14389,197,20200803,00:00,2021-10-07 10:30:51.51,1579757.0,0.920980878
644,2020-08-04 00:00:00.000,301,14423,198,20200804,00:00,2021-10-07 10:30:51.51,1589780.0,0.918044933
643,2020-08-05 00:00:00.000,302,14456,199,20200805,00:00,2021-10-07 10:30:51.51,1598187.0,0.915112202
642,2020-08-06 00:00:00.000,302,14499,200,20200806,00:00,2021-10-07 10:30:51.51,1606487.0,0.912773158
641,2020-08-07 00:00:00.000,303,14519,201,20200807,00:00,2021-10-07 10:30:51.51,1613652.0,0.909379024
640,2020-08-08 00:00:00.000,304,14562,202,20200808,00:00,2021-10-07 10:30:51.51,1620514.0,0.907623929
639,2020-08-09 00:00:00.000,305,14598,203,20200809,00:00,2021-10-07 10:30:51.51,1624650.0,0.907922209
638,2020-08-10 00:00:00.000,305,14626,204,20200810,00:00,2021-10-07 10:30:51.51,1628303.0,0.907372448
637,2020-08-11 00:00:00.000,305,14660,205,20200811,00:00,2021-10-07 10:30:51.51,1637844.0,0.904740011
636,2020-08-12 00:00:00.000,305,14714,206,20200812,00:00,2021-10-07 10:30:51.51,1646652.0,0.903099964
635,2020-08-13 00:00:00.000,305,14770,207,20200813,00:00,2021-10-07 10:30:51.51,1654898.0,0.902205119
634,2020-08-14 00:00:00.000,305,14873,208,20200814,00:00,2021-10-07 10:30:51.51,1665084.0,0.904160121
633,2020-08-15 00:00:00.000,305,15039,209,20200815,00:00,2021-10-07 10:30:51.51,1675296.0,0.909427349
632,2020-08-16 00:00:00.000,305,15318,210,20200816,00:00,2021-10-07 10:30:51.51,1681787.0,0.922892283
631,2020-08-17 00:00:00.000,305,15515,211,20200817,00:00,2021-10-07 10:30:51.51,1688470.0,0.931548731
630,2020-08-18 00:00:00.000,306,15761,212,20200818,00:00,2021-10-07 10:30:51.51,1697042.0,0.942743341
629,2020-08-19 00:00:00.000,306,16058,213,20200819,00:00,2021-10-07 10:30:51.51,1715064.0,0.953539164
628,2020-08-20 00:00:00.000,307,16346,214,20200820,00:00,2021-10-07 10:30:51.51,1734083.0,0.96204722
627,2020-08-21 00:00:00.000,309,16670,215,20200821,00:00,2021-10-07 10:30:51.51,1754123.0,0.971401067
626,2020-08-22 00:00:00.000,309,17002,216,20200822,00:00,2021-10-07 10:30:51.51,1775800.0,0.980862169
625,2020-08-23 00:00:00.000,309,17398,217,20200823,00:00,2021-10-07 10:30:51.51,1791186.0,0.997808011
624,2020-08-24 00:00:00.000,309,17664,218,20200824,00:00,2021-10-07 10:30:51.51,1804422.0,1.005678004
623,2020-08-25 00:00:00.000,310,17944,219,20200825,00:00,2021-10-07 10:30:51.51,1825837.0,1.010659119
622,2020-08-26 00:00:00.000,312,18264,220,20200826,00:00,2021-10-07 10:30:51.51,1849506.0,1.016524082
621,2020-08-27 00:00:00.000,313,18705,221,20200827,00:00,2021-10-07 10:30:51.51,1869579.0,1.029139418
620,2020-08-28 00:00:00.000,316,19076,222,20200828,00:00,2021-10-07 10:30:51.51,1887717.0,1.038428835
619,2020-08-29 00:00:00.000,321,19399,223,20200829,00:00,2021-10-07 10:30:51.51,1909329.0,1.045608675
618,2020-08-30 00:00:00.000,323,19698,224,20200830,00:00,2021-10-07 10:30:51.51,1924170.0,1.055542725
617,2020-08-31 00:00:00.000,324,19946,225,20200831,00:00,2021-10-07 10:30:51.51,1937689.0,1.061062989
616,2020-09-01 00:00:00.000,324,20181,226,20200901,00:00,2021-10-07 10:30:51.51,1959080.0,1.060853045
615,2020-09-02 00:00:00.000,326,20448,227,20200902,00:00,2021-10-07 10:30:51.51,1980295.0,1.063036151
614,2020-09-03 00:00:00.000,329,20643,228,20200903,00:00,2021-10-07 10:30:51.51,2000552.0,1.061321482
613,2020-09-04 00:00:00.000,331,20841,229,20200904,00:00,2021-10-07 10:30:51.51,2018906.0,1.059726234
612,2020-09-05 00:00:00.000,333,21009,230,20200905,00:00,2021-10-07 10:30:51.51,2037045.0,1.058404972
611,2020-09-06 00:00:00.000,334,21176,231,20200906,00:00,2021-10-07 10:30:51.51,2045935.0,1.060754971
610,2020-09-07 00:00:00.000,336,21295,232,20200907,00:00,2021-10-07 10:30:51.51,2051297.0,1.062525072
609,2020-09-08 00:00:00.000,341,21431,233,20200908,00:00,2021-10-07 10:30:51.51,2066078.0,1.059520208
608,2020-09-09 00:00:00.000,344,21587,234,20200909,00:00,2021-10-07 10:30:51.51,2082234.0,1.0552373
607,2020-09-10 00:00:00.000,346,21742,235,20200910,00:00,2021-10-07 10:30:51.51,2099591.0,1.052079941
606,2020-09-11 00:00:00.000,350,21918,236,20200911,00:00,2021-10-07 10:30:51.51,2119211.0,1.048814521
605,2020-09-12 00:00:00.000,355,22054,237,20200912,00:00,2021-10-07 10:30:51.51,2135457.0,1.046388101
604,2020-09-13 00:00:00.000,358,22175,238,20200913,00:00,2021-10-07 10:30:51.51,2143270.0,1.048183346
603,2020-09-14 00:00:00.000,363,22284,239,20200914,00:00,2021-10-07 10:30:51.51,2151002.0,1.049386728
602,2020-09-15 00:00:00.000,367,22390,240,20200915,00:00,2021-10-07 10:30:51.51,2164578.0,1.047599084
601,2020-09-16 00:00:00.000,367,22503,241,20200916,00:00,2021-10-07 10:30:51.51,2178832.0,1.045197609
600,2020-09-17 00:00:00.000,372,22656,242,20200917,00:00,2021-10-07 10:30:51.51,2191892.0,1.045797975
599,2020-09-18 00:00:00.000,377,22782,243,20200918,00:00,2021-10-07 10:30:51.51,2206365.0,1.044584913
598,2020-09-19 00:00:00.000,378,22892,244,20200919,00:00,2021-10-07 10:30:51.51,2219162.0,1.043173778
597,2020-09-20 00:00:00.000,383,22974,245,20200920,00:00,2021-10-07 10:30:51.51,2226701.0,1.043121974
596,2020-09-21 00:00:00.000,385,23044,246,20200921,00:00,2021-10-07 10:30:51.51,2231589.0,1.043161934
